text,intent,escalation_required,language_style,difficulty,scenario_type,notes,tags
What reporting options are available?,general_question,false,,,,general info question,"[""standard""]"
My custom CSS changes are not reflected on the portal.,technical_support,false,,,,bulk addition,"[""standard""]"
Can I get a walkthrough of the enterprise features?,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
The API returns 502 errors intermittently.,technical_support,false,,,,bulk addition 3,"[""standard""]"
Actually I don't need support anymore.,general_question,false,,,,bulk addition 5,"[""hard_negative_escalation""]"
The API endpoint is not working.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Mera password reset ka link bhejo.,account_issue,false,,,,bulk addition 5,"[""hinglish""]"
I see someone else's data in my dashboard.,account_issue,true,,,,bulk addition,"[""standard""]"
Mera account login nahi ho raha hai. Help karo.,account_issue,false,,,,hinglish example,"[""hinglish""]"
how 2 upgrate to premum,sales,false,,,,bulk addition 3,"[""noisy""]"
Bug after bug after bug. When will it end?,complaint,false,,,,bulk addition,"[""standard""]"
Ye software Hindi mein available hai?,product_question,false,,,,hinglish example,"[""hinglish""]"
The calendar sync keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Meri email change ho gayi bina permission ke.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
Process my refund or I'm disputing with my card issuer.,refund,true,,,,bulk addition 2,"[""standard""]"
NGO discount milta hai kya?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
I'm locked out of my account and I want compensation.,account_issue,true,,,,multi-intent example,"[""multi_intent""]"
Do you offer a trial period?,general_question,false,,,,general info question,"[""standard""]"
What happens to my data after cancellation?,general_question,false,,,,general info question,"[""standard""]"
Can I call someone directly?,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
The webhook integration is not loading properly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Absolute garbage. Waste of money.,complaint,false,,,,bulk addition 2,"[""standard""]"
Mera refund process karo bahut time ho gaya.,refund,true,,,,bulk addition 5,"[""hinglish""]"
kya aapke paas app hai?,general_question,false,,,,hinglish general question,"[""hinglish""]"
Can you help me fix File upload?,technical_support,false,,,,bulk addition 4,"[""standard""]"
The drag and drop editor is not working.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Do you have a status page for system health?,general_question,false,,,,bulk addition,"[""standard""]"
Profile update nahi ho raha.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
I can't believe I recommended this to my team.,complaint,false,,,,bulk addition 2,"[""standard""]"
Any hidden charges I should know?,pricing,false,,,,bulk addition 3,"[""standard""]"
This is extremely frustrating.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
How does your product compare to competitors?,product_question,false,,,,confusion pair example,"[""confusion_pair""]"
Mujhe 2 saal ka contract chahiye.,sales,false,,,,bulk addition 3,"[""hinglish""]"
This experience has been nothing short of horrible.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
I need someone to help me purchase.,sales,false,,,,bulk addition,"[""confusion_pair""]"
"I want actual human interaction, not automated replies.",human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
I've been dealing with the bot for too long. Human please.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
Team mein naye members add karne hain.,sales,false,,,,bulk addition 5,"[""hinglish""]"
Can you help me fix The login page?,technical_support,false,,,,bulk addition 4,"[""standard""]"
How long does the data migration take?,general_question,false,,,,bulk addition 3,"[""standard""]"
What is the monthly charge?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
What is included in the base price?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Mujhe custom features chahiye. Possible hai?,product_question,false,,,,bulk addition 5,"[""hinglish""]"
I'd like to place an order for the team plan.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Is there a cancellation fee?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Aapka customer support number kya hai?,general_question,false,,,,bulk addition 2,"[""hinglish""]"
LOL,other,false,,,,other / off-topic,"[""standard"", ""other""]"
Where is my refund? It's been 2 weeks.,refund,true,,,,bulk addition,"[""standard""]"
No need for human. Your docs helped.,general_question,false,,,,bulk addition 2,"[""hard_negative_escalation""]"
How do I delete my account?,general_question,false,,,,general info question,"[""standard""]"
Can you help me fix Data export?,technical_support,false,,,,bulk addition 4,"[""standard""]"
my team cant see the documents i upload,technical_support,false,,,,bulk addition 2,"[""noisy""]"
I want to upgrade but I also have a billing question.,sales,false,,,,bulk addition,"[""multi_intent""]"
Random message ignore please,other,false,,,,other / off-topic,"[""standard"", ""other""]"
ur chargin me rong amunt evry munth,pricing,true,,,,bulk addition 3,"[""noisy""]"
The mobile app keeps crashing on Android 14.,technical_support,false,,,,bulk addition,"[""standard""]"
Is extra storage included in the base price?,pricing,false,,,,bulk addition 4,"[""standard""]"
I'm having trouble with The drag and drop editor.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Mujhe ek real person se baat karni hai.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
I'm about to take legal action if you don't resolve this.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
I am not happy and I want my money returned.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
What do I need to know about backup?,general_question,false,,,,bulk addition 4,"[""standard""]"
I don't want a refund. I only want to know your policy.,refund,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
Sign me up for the annual plan.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
File upload is showing incorrect data.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Can I set up recurring reports?,general_question,false,,,,bulk addition,"[""standard""]"
Your product does not do what you claim it does.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
Please activate my premium trial for evaluation.,sales,false,,,,bulk addition,"[""standard""]"
How does your product compare to competitors?,product_question,false,,,,product feature question,"[""standard""]"
Is training included in the price?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Password reset sends to an old email I can't access.,account_issue,false,,,,bulk addition,"[""standard""]"
What is your support response time?,general_question,false,,,,bulk addition 2,"[""standard""]"
Aapke yaha kya kya features hain? Batao.,product_question,false,,,,hinglish example,"[""hinglish""]"
What languages do you support?,general_question,false,,,,general info question,"[""standard""]"
Can I create custom fields?,product_question,false,,,,product feature question,"[""standard""]"
How is your day going?,other,false,,,,bulk addition 3,"[""standard""]"
Can you explain audit logging?,general_question,false,,,,bulk addition 4,"[""standard""]"
Mera API rate limit exceed ho gaya. Badhao.,technical_support,false,,,,hinglish example,"[""hinglish""]"
Testing testing 123,other,false,,,,other / off-topic,"[""standard"", ""other""]"
ur pricin is way 2 high for what u offer,pricing,false,,,,bulk addition 2,"[""noisy""]"
Is the mobile app included in the base price?,pricing,false,,,,bulk addition 4,"[""standard""]"
I'd like to upgrade to the enterprise plan.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
I get an error when using The webhook integration.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Do I need to configure two-factor authentication manually?,general_question,false,,,,bulk addition 4,"[""standard""]"
I'm entitled to a full refund under your policy.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
I have a complaint about my account but I also need it fixed now.,account_issue,true,,,,multi-intent example,"[""multi_intent""]"
Your platform failure caused me to miss a major deadline.,technical_support,true,,,,bulk addition 5,"[""escalation_positive""]"
Tell me the price or connect me to sales.,pricing,false,,,,bulk addition 2,"[""confusion_pair""]"
Very poor service. Not happy at all.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
Mera account hacked ho gaya.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
Sales team se baat karni hai aur price bhi confirm karna hai.,sales,false,,,,multi-intent example,"[""multi_intent""]"
Is there a one-time purchase option?,pricing,false,,,,bulk addition,"[""standard""]"
My login says invalid credentials all of a sudden.,account_issue,false,,,,bulk addition,"[""standard""]"
The API endpoint stopped working suddenly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Aapki service band karni hai. Refund chahiye.,refund,true,,,,bulk addition 2,"[""hinglish""]"
i cnt updat my profil,account_issue,false,,,,spelling/noisy text,"[""noisy""]"
Is there a referral tracking system?,product_question,false,,,,product feature question,"[""standard""]"
You have 24 hours to resolve this before I take action.,complaint,true,,,,bulk addition,"[""escalation_positive""]"
Do you have a partner program?,general_question,false,,,,general info question,"[""standard""]"
Mujhe annual plan ka quote bhejo.,sales,false,,,,bulk addition,"[""hinglish""]"
my reportz r not generatin plz fix,technical_support,false,,,,bulk addition,"[""noisy""]"
My account was hacked. Someone changed my password.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
This needs a human touch. Please transfer.,human_request,true,,,,bulk addition,"[""standard""]"
Extra storage ka kya charge hai?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
i m gettin eror code 500,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
I need my money refunded today.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Your product is good but your support is terrible.,complaint,false,,,,bulk addition 2,"[""multi_intent""]"
Does the tool support bulk operations?,product_question,false,,,,product feature question,"[""standard""]"
Aapke yaha kaam karte ho ya nahi?,complaint,true,,,,bulk addition,"[""hinglish""]"
Can I clone workflows?,product_question,false,,,,product feature question,"[""standard""]"
Report export nahi ho rahi PDF mein.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
Can I integrate with Shopify?,product_question,false,,,,product feature question,"[""standard""]"
How do I invite external users?,general_question,false,,,,bulk addition,"[""standard""]"
Kya ye sales ke liye hai ya service ke liye?,general_question,false,,,,hinglish general question,"[""hinglish""]"
Team plan ka proforma invoice bhejo.,sales,false,,,,hinglish sales,"[""hinglish""]"
Are there tax implications I should know about?,pricing,false,,,,bulk addition,"[""standard""]"
What is your cancellation process?,general_question,false,,,,bulk addition,"[""standard""]"
Billing?,pricing,false,,,,very short message,[]
i paid but my plan dint upgrade,account_issue,true,,,,bulk addition,"[""noisy""]"
plan upgrade kaise kare?,general_question,false,,,,hinglish general question,"[""hinglish""]"
Iska use kya hai?,general_question,false,,,,hinglish general question,"[""hinglish""]"
Your service sucks and I want my money back immediately.,refund,true,,,,multi-intent example,"[""multi_intent""]"
I'm extremely let down by your company.,complaint,false,,,,bulk addition 3,"[""standard""]"
Can backup be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
The SSL certificate for my custom domain expired.,technical_support,false,,,,bulk addition,"[""standard""]"
Pricing question and account login issue.,pricing,false,,,,bulk addition 3,"[""multi_intent""]"
i hat this app it always crashs,complaint,false,,,,bulk addition,"[""noisy""]"
Can I integrate with Salesforce?,product_question,false,,,,product feature question,"[""standard""]"
Your company's standards have dropped badly.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
hello ji,other,false,,,,other / off-topic,"[""standard"", ""other""]"
File upload limit 0 bytes par atka hua hai.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
Annual plan ke liye sign up karo.,sales,false,,,,hinglish sales,"[""hinglish""]"
Fix now,technical_support,true,,,,very short message,[]
Mera password reset link expire ho gaya.,account_issue,false,,,,bulk addition 3,"[""hinglish""]"
Aapke yaha kaam karte ho ya nahi? 4 din se wait.,complaint,true,,,,bulk addition 2,"[""hinglish""]"
This is fraud. I want every cent back.,refund,true,,,,bulk addition,"[""standard""]"
Is two-factor authentication available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
I don't know if I should ask sales or support.,general_question,false,,,,bulk addition 3,"[""confusion_pair""]"
I can't remove my old payment method.,account_issue,false,,,,bulk addition 3,"[""standard""]"
Do I pay extra for the mobile app?,pricing,false,,,,bulk addition 4,"[""standard""]"
Koi insaan se baat karao.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
Kya aap custom integration support karte ho?,product_question,false,,,,hinglish example,"[""hinglish""]"
Is data export available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
Is the dashboard available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
Team member account access nahi kar pa raha.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
i dont lik this servis,complaint,false,,,,spelling/noisy text,"[""noisy""]"
What is your refund policy?,general_question,false,,,,general info question,"[""standard""]"
pls refund my mony,refund,true,,,,spelling/noisy text,"[""noisy""]"
I'm getting an SSL error when I try to connect.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
How much for API access for 100k calls?,pricing,false,,,,bulk addition 4,"[""standard""]"
My workflow automation is not loading properly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I am extremely let down by your company.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
Charge?,pricing,false,,,,very short message,[]
What are the benefits of user permissions?,general_question,false,,,,bulk addition 4,"[""standard""]"
the sarce bar is not wrking,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
The CSV import keeps failing at row 50.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
My 30-day trial was charged despite cancelling.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
I need to add 3 more admins to my account.,sales,false,,,,bulk addition 3,"[""standard""]"
I'm angry about the price but I need the product.,pricing,false,,,,bulk addition 5,"[""multi_intent""]"
How do I contact support?,general_question,false,,,,general info question,"[""standard""]"
Email parser is not categorizing tickets correctly.,technical_support,false,,,,bulk addition,"[""standard""]"
can u plz refund my muney i need it urgent,refund,true,,,,bulk addition 2,"[""noisy""]"
billing cycle change kaise kare?,general_question,false,,,,hinglish general question,"[""hinglish""]"
Is there a setup fee?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
I feel like a beta tester for a product I paid for.,complaint,false,,,,bulk addition,"[""standard""]"
How long does it take to set up role management?,general_question,false,,,,bulk addition 4,"[""standard""]"
Aapne mujhe overcharge kiya hai. Check karo.,pricing,true,,,,hinglish example,"[""hinglish""]"
Can I segment my audience with your tool?,product_question,false,,,,product feature question,"[""standard""]"
I'm unable to change my billing address.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
Aapki onboarding process bahut complicated hai.,complaint,false,,,,hinglish example,"[""hinglish""]"
What are the benefits of backup?,general_question,false,,,,bulk addition 4,"[""standard""]"
My webhook endpoint is not receiving payloads anymore.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Can you help me fix The notification system?,technical_support,false,,,,bulk addition 4,"[""standard""]"
I want to move forward with the implementation.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Aapka product use karke bahut time ho gaya but update nahi aaya.,complaint,false,,,,hinglish example,"[""hinglish""]"
i want my subscrption canceled asap,sales,false,,,,bulk addition 5,"[""noisy""]"
Is there a tutorial for backup?,general_question,false,,,,bulk addition 4,"[""standard""]"
Login button kaam nahi kar raha.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
I can't update my profile information.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
What is the per-transaction fee?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Do I need to configure role management manually?,general_question,false,,,,bulk addition 4,"[""standard""]"
Your service is horrible. I want compensation.,refund,true,,,,confusion pair example,"[""confusion_pair""]"
I'm calling about an account issue and I want a refund.,refund,true,,,,bulk addition 3,"[""confusion_pair""]"
my sso is brokn,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
Do you support two-factor authentication?,product_question,false,,,,product feature question,"[""standard""]"
What currency are prices in?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
i wnt my mony back from u scammers,refund,true,,,,bulk addition 2,"[""noisy""]"
how 2 add mor storag to my plan,pricing,false,,,,bulk addition 2,"[""noisy""]"
Your product broke and I want compensation.,refund,true,,,,bulk addition 2,"[""confusion_pair""]"
aapka software Mac par chalega?,general_question,false,,,,hinglish general question,"[""hinglish""]"
The template preview is showing incorrect data.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Hello?,other,false,,,,very short message,[]
how 2 get a demmo,sales,false,,,,spelling/noisy text,"[""noisy""]"
i am gettin erors in my report,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
Your service is bad but please don't contact me about it.,complaint,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
Refund kab tak aayega? Paisa kat liya hai.,refund,true,,,,hinglish example,"[""hinglish""]"
Mera data export karo. Mai ja raha hu.,general_question,false,,,,bulk addition 2,"[""hinglish""]"
Mujhe aapse bahut umeed thi but nirash kiya.,complaint,false,,,,bulk addition 5,"[""hinglish""]"
Do you offer student discounts?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Mail send nahi ho rahi platform se.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
i wnt a humen to help me,human_request,true,,,,spelling/noisy text,"[""noisy""]"
How long does it take to set up the API?,general_question,false,,,,bulk addition 4,"[""standard""]"
What are the benefits of the dashboard?,general_question,false,,,,bulk addition 4,"[""standard""]"
Is email notifications available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
Refund my payment or I'll report you.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Hacked!,account_issue,true,,,,very short message,[]
can u tel me the price of ur premium plan plz,pricing,false,,,,bulk addition,"[""noisy""]"
Thank you for your help.,other,false,,,,bulk addition,"[""standard""]"
Don't need anyone to reach out. Just wanted to give feedback.,complaint,false,,,,bulk addition 3,"[""hard_negative_escalation""]"
I want to buy the pro plan now.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Do I pay extra for premium support?,pricing,false,,,,bulk addition 4,"[""standard""]"
You should be ashamed of this product quality.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
Cheated,complaint,true,,,,very short message,[]
I need help with my bill and I'm upset.,pricing,false,,,,bulk addition 2,"[""confusion_pair""]"
I need a human agent to handle this.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
You charged me after cancellation. Refund now.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
How deep is the Salesforce integration?,product_question,false,,,,bulk addition,"[""standard""]"
How much for white labeling?,pricing,false,,,,bulk addition 4,"[""standard""]"
I have an account issue and it's making me very angry.,account_issue,false,,,,multi-intent example,"[""multi_intent""]"
How do I generate an invoice?,general_question,false,,,,general info question,"[""standard""]"
Can I export reports in PDF?,product_question,false,,,,product feature question,"[""standard""]"
Har baar same problem. Koi fix nahi karta.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
How many users can I add on the pro plan?,product_question,false,,,,product feature question,"[""standard""]"
Images in the gallery are not loading on mobile.,technical_support,false,,,,bulk addition 2,"[""standard""]"
i dnt no how 2 us this app its hard,general_question,false,,,,bulk addition 3,"[""noisy""]"
How granular are the permissions?,product_question,false,,,,product feature question,"[""standard""]"
How do I invite team members?,general_question,false,,,,general info question,"[""standard""]"
I need a callback in the next 30 minutes.,human_request,true,,,,bulk addition 5,"[""escalation_positive""]"
Kya aap mujhe call back kar sakte ho?,human_request,true,,,,bulk addition,"[""hinglish""]"
Aapke product ne mera time waste kiya.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
Process my refund or I will dispute with my bank.,refund,true,,,,bulk addition,"[""standard""]"
Maine apna password change kiya but login nahi ho raha.,account_issue,false,,,,bulk addition,"[""hinglish""]"
password kaise reset kare?,general_question,false,,,,general info question,"[""standard""]"
I am completely dissatisfied with this service.,complaint,false,,,,confusion pair example,"[""confusion_pair""]"
Do you support webhook integrations?,product_question,false,,,,product feature question,"[""standard""]"
Aaj customer khoya hai aapne.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
I forgot my password and the reset link isn't working.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
Setup fee hai kya?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
Mera trial period khatam hone wala hai. Kya karna chahiye?,general_question,false,,,,hinglish example,"[""hinglish""]"
Is there a knowledge base feature?,product_question,false,,,,bulk addition,"[""standard""]"
Mera trial khatam hone wala hai. Kya karna hoga?,general_question,false,,,,hinglish example,"[""hinglish""]"
Main aapke khilaf legal action lunga.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
I have proof of your false claims. Legal action pending.,complaint,true,,,,bulk addition 5,"[""escalation_positive""]"
Are you a bot or a human?,other,false,,,,bulk addition 2,"[""confusion_pair""]"
The mobile app stopped working suddenly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I'm angry about my account issue but I don't need anyone to call me.,account_issue,false,,,,multi-intent example,"[""multi_intent""]"
Team add karne ka option kahan hai?,product_question,false,,,,bulk addition 3,"[""hinglish""]"
Your support team is useless.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
We are ready to sign. Send contract.,sales,false,,,,bulk addition 3,"[""standard""]"
i sent 10 emails n no1 replid,complaint,true,,,,bulk addition 5,"[""noisy""]"
How does the trial compare to full version?,pricing,false,,,,bulk addition 3,"[""standard""]"
Email delivery keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I can't believe I paid for this garbage.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
the notifcation icon is not showng,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
I want to complain to your manager.,human_request,true,,,,bulk addition,"[""confusion_pair""]"
Is there a setup fee for enterprise?,pricing,false,,,,bulk addition,"[""standard""]"
I get an error when using The CSV importer.,technical_support,false,,,,bulk addition 4,"[""standard""]"
The page is loading infinitely without any content.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
This platform is not ready for prime time.,complaint,false,,,,bulk addition,"[""standard""]"
Kya?,other,false,,,,very short message,[]
Mujhe nahi samajh aata aapka pricing structure.,pricing,false,,,,bulk addition 2,"[""hinglish""]"
Kya pay-as-you-go option hai?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
Kya koi setup cost hai?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
How does real-time sync work in your platform?,general_question,false,,,,bulk addition 4,"[""standard""]"
Please send me the contract for the annual plan.,sales,false,,,,bulk addition,"[""standard""]"
My account was compromised and sensitive data was accessed.,account_issue,true,,,,bulk addition 3,"[""escalation_positive""]"
Is there a sandbox environment?,product_question,false,,,,product feature question,"[""standard""]"
Can the reporting module be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
Overcharged,pricing,true,,,,very short message,[]
I need a human for my account problem but I also want pricing.,account_issue,false,,,,bulk addition 3,"[""confusion_pair""]"
role-based access control hai kya?,product_question,false,,,,hinglish product question,"[""hinglish""]"
ur bot is so stupd i need a real person,human_request,true,,,,bulk addition 5,"[""noisy""]"
Email delivery is not loading properly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I'm requesting a full refund due to service issues.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Does your premium plan include API access?,product_question,false,,,,product feature question,"[""standard""]"
I demand compensation for the poor service.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
I'm bored. Entertain me.,other,false,,,,other / off-topic,"[""standard"", ""other""]"
Mera account kaise reactivate kare?,account_issue,false,,,,bulk addition 5,"[""hinglish""]"
What are the benefits of real-time sync?,general_question,false,,,,bulk addition 4,"[""standard""]"
If this is not resolved today I'm switching to your competitor.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
What are the costs for API access?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
kya ye app India mein available hai?,general_question,false,,,,general info question,"[""standard""]"
Too slow,technical_support,false,,,,very short message,[]
"I want to cancel my subscription, but first explain the refund policy.",refund,false,,,,multi-intent example,"[""multi_intent""]"
No need to contact me. I'll check the documentation.,general_question,false,,,,bulk addition,"[""hard_negative_escalation""]"
Do you have a mobile app?,general_question,false,,,,general info question,"[""standard""]"
Do I get a discount for early payment?,pricing,false,,,,bulk addition,"[""standard""]"
What do I need to know about role management?,general_question,false,,,,bulk addition 4,"[""standard""]"
The system is running extremely slow today.,technical_support,false,,,,bulk addition,"[""standard""]"
Enterprise features ka walkthrough chahiye.,sales,false,,,,hinglish sales,"[""hinglish""]"
How does email notifications work in your platform?,general_question,false,,,,bulk addition 4,"[""standard""]"
Yeh mera business affect kar raha hai.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
Can you help me fix The template preview?,technical_support,false,,,,bulk addition 4,"[""standard""]"
I need an exception to your policy due to your error.,refund,true,,,,bulk addition 5,"[""escalation_positive""]"
The The search bar feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I'm having trouble with The search bar.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I can't accept the invitation to the workspace.,account_issue,false,,,,bulk addition 2,"[""standard""]"
What is the cost of the mobile app?,pricing,false,,,,bulk addition 4,"[""standard""]"
Nice,other,false,,,,other / off-topic,"[""standard"", ""other""]"
How much for the team collaboration add-on?,pricing,false,,,,bulk addition 2,"[""standard""]"
My workflow automation keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Is tax included in the price?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Is there a community for users?,general_question,false,,,,bulk addition,"[""standard""]"
I keep getting logged out automatically.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
How does the dashboard work in your platform?,general_question,false,,,,bulk addition 4,"[""standard""]"
How do I download my invoice?,general_question,false,,,,bulk addition,"[""standard""]"
Kisi aur ne mera account access kiya.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
Mujhe samajh nahi aa raha kya karna hai.,general_question,false,,,,bulk addition 3,"[""hinglish""]"
I'm having trouble with Email delivery.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Mera data export kar do. Mai switch kar raha hu.,general_question,false,,,,bulk addition 3,"[""hinglish""]"
How long does setup take?,general_question,false,,,,general info question,"[""standard""]"
Aapki service India mein kyu slow hai?,technical_support,false,,,,hinglish example,"[""hinglish""]"
Yearly contract sign karna hai.,sales,false,,,,hinglish sales,"[""hinglish""]"
Payment double charge ho gaya. Paisa wapas karo.,refund,true,,,,hinglish example,"[""hinglish""]"
Okay,other,false,,,,other / off-topic,"[""standard"", ""other""]"
This is a wonderful platform. I have no complaints whatsoever.,other,false,,,,cross 2000,"[""standard""]"
I was angry but I've calmed down. No action needed.,complaint,false,,,,bulk addition 5,"[""hard_negative_escalation""]"
Connect me to someone who can actually solve problems.,human_request,true,,,,bulk addition 2,"[""standard""]"
Can you explain two-factor authentication?,general_question,false,,,,bulk addition 4,"[""standard""]"
The My workflow automation feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I need a human to verify my identity.,human_request,true,,,,bulk addition 3,"[""standard""]"
Our company has selected your platform for rollout.,sales,false,,,,bulk addition,"[""standard""]"
My workflow automation is broken after the latest update.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I need top priority handling for this security issue.,account_issue,true,,,,bulk addition 2,"[""escalation_positive""]"
Can I prepay for a year and get a discount?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Mujhe custom integration chahiye with Shopify.,product_question,false,,,,bulk addition 3,"[""hinglish""]"
Can you help me fix The mobile app?,technical_support,false,,,,bulk addition 4,"[""standard""]"
Is there a community forum?,general_question,false,,,,general info question,"[""standard""]"
The search bar is not working.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I demand my money back for the unused months.,refund,true,,,,bulk addition,"[""standard""]"
I can't switch between my workspace accounts.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
How much is the premium support add-on?,pricing,false,,,,bulk addition,"[""standard""]"
Fix it.,technical_support,true,,,,very short message,[]
Mera data export kardo. Account close kar raha hu.,general_question,false,,,,bulk addition,"[""hinglish""]"
whts the price of premium pakage,pricing,false,,,,spelling/noisy text,"[""noisy""]"
"i dnt wnt a refund, jst want info",refund,false,,,,spelling/noisy text,"[""noisy""]"
Can I connect my CRM directly?,product_question,false,,,,product feature question,"[""standard""]"
Aapka product use karke bahut time ho gaya. Ab kuch naya karo.,complaint,false,,,,bulk addition,"[""hinglish""]"
I want to upgrade but I'm also locked out.,sales,true,,,,bulk addition 5,"[""multi_intent""]"
