text,intent,escalation_required,language_style,difficulty,scenario_type,notes,tags
How does the auto-renewal work?,general_question,false,,,,v3 info vs action,"[""standard""]"
Login failed.,account_issue,false,,,,v4 short,"[""standard""]"
kya aapke yaha volume discount available hai 50 users ke liye,sales,false,,,,,"[""hinglish""]"
How do I set up account recovery?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Need human urgently.,human_request,true,,,,v4 short,"[""standard""]"
I want to commit to an annual plan. Process my payment.,sales,false,,,,v3 confusion: pricing vs sales,"[""standard""]"
the search is not workin at all fix it,technical_support,false,,,,bulk addition 5,"[""noisy""]"
I'm leaving your platform and I want everyone to know why.,complaint,false,,,,bulk addition 2,"[""multi_intent""]"
Koi zaroorat nahi hai escalate karne ki. Simple baat hai.,general_question,false,,,,v3 bulk esc-,"[""hard_negative_escalation"", ""hinglish""]"
I was angry about the billing issue but it's sorted now. No need to escalate.,complaint,false,,,,v3 esc hard neg,"[""hard_negative_escalation""]"
Graphs dashboard mein kharaab ho gaye hain.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
I'm not paying for a service I can't use. Refund now.,refund,true,,,,bulk addition,"[""standard""]"
LinkedIn login integration broke my account.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
I want to buy but first I need my account unlocked.,sales,true,,,,v3 bulk multi,"[""multi_intent""]"
Is there a grace period for late payments?,general_question,false,,,,general info question,"[""standard""]"
Tell me about pricing for training sessions.,pricing,false,,,,v3 bulk pricing2,"[""standard"", ""pricing""]"
What should I know about usage reports?,general_question,false,,,,v3 bulk gq3,"[""standard""]"
aapki app kyu crash ho rahi hai har baar,technical_support,false,,,,,"[""hinglish""]"
I can't remove my old payment method.,account_issue,false,,,,bulk addition 3,"[""standard""]"
Is there a tutorial for email notifications?,general_question,false,,,,v3 bulk gq,"[""standard""]"
You charged me after I cancelled. Give me my money back.,refund,true,,,,bulk addition,"[""standard""]"
I need 25 licenses for my department.,sales,false,,,,bulk addition,"[""standard""]"
aapka software mere system pe nahi chal raha,technical_support,false,,,,,"[""hinglish""]"
Your app is completely unusable after the update,complaint,false,,,,v4 confusion,"[""confusion_pair""]"
Maine khud fix kar liya. Koi call mat karo.,technical_support,false,,,,v3 esc hard neg hinglish,"[""hard_negative_escalation"", ""hinglish""]"
I get that you want to help but do not escalate this.,general_question,false,,,,v3 bulk esc-,"[""hard_negative_escalation""]"
Having issues with sort functionality.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
"Just saying hi, love your work!",other,false,,,,v3 balance3,"[""standard""]"
The bug I reported last week has been fixed. Thanks.,technical_support,false,,,,v3 resolution,"[""resolution_state""]"
I am fine. No follow up needed. Thanks.,general_question,false,,,,v3 bulk esc-3,"[""hard_negative_escalation""]"
Can I set up drip campaigns?,product_question,false,,,,product feature question,"[""standard""]"
Do you support SAML/SSO?,general_question,false,,,,general info question,"[""standard""]"
Connect me to your support team now.,human_request,true,,,,v3 info vs action,"[""standard""]"
Good,other,false,,,,very short message,[]
Does the basic plan include analytics?,product_question,false,,,,product feature question,"[""standard""]"
How does profile visibility affect my account?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
My workflow automation is broken after the latest update.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
how do i delet my acount,general_question,false,,,,spelling/noisy text,"[""noisy""]"
Can you help me fix The CSV importer?,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
Do you offer different pricing tiers for compliance features?,pricing,false,,,,v3 bulk pricing2,"[""standard"", ""pricing""]"
Aapne mujhe overcharge kiya hai. Check karo.,pricing,true,,,,hinglish example,"[""hinglish""]"
mujhe aapke software ke latest update chahiye,general_question,false,,,,v3 bulk hinglish,"[""hinglish""]"
kya aap custom integration support karte ho,product_question,false,,,,,"[""hinglish""]"
Good job on the recent update.,other,false,,,,v3 balance,"[""standard""]"
i fogot my passwrd,account_issue,false,,,,spelling/noisy text,"[""noisy""]"
The missing data was restored. Thank you!,technical_support,false,,,,v3 resolution,"[""resolution_state""]"
I am considering legal recourse if this is not fixed now.,complaint,true,,,,v3 bulk esc+3,"[""escalation_positive""]"
How much is the premium support add-on?,pricing,false,,,,bulk addition,"[""standard""]"
Mujhe refund chahiye aur account bhi fix karo.,refund,true,,,,multi-intent example,"[""multi_intent""]"
Do unused credits roll over?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
I want to speak to billing about my refund.,refund,true,,,,bulk addition,"[""standard""]"
I cancelled within the trial period. Where is my refund?,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
I'm extremely dissatisfied with your platform's reliability.,complaint,false,,,,v3 balance3,"[""standard""]"
Aapka service bahut bekar hai.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
Maine apni problem khud solve kar li. Koi action na lo.,technical_support,false,,,,v3 bulk esc-3,"[""hard_negative_escalation"", ""resolution_state"", ""hinglish""]"
I am unable to use the calendar view correctly.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
What is the cost for dedicated support?,pricing,false,,,,bulk addition 2,"[""standard""]"
ur chargin me rong amount since 3 months,pricing,true,,,,v4 noisy,"[""noisy""]"
ur platform is so confusin i dnt get it,general_question,false,,,,v3 bulk noisy3,"[""noisy""]"
Mujhe koi call kare. Urgent hai.,human_request,true,,,,hinglish example,"[""hinglish""]"
Can real-time sync be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
the font selector has a bug that needs fixing.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
I'm switching from a competitor. Help me set up my account.,sales,false,,,,v3 confusion: pricing vs sales,"[""standard""]"
What security measures do you have?,general_question,false,,,,v3 confusion: product vs general,"[""standard""]"
Can I customize search filters?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
how do u guyz charge for premium,pricing,false,,,,spelling/noisy text,"[""noisy""]"
I want a refund and I also want to cancel my subscription.,refund,true,,,,v3 bulk multi,"[""multi_intent""]"
Is there a tutorial for the template system?,general_question,false,,,,v3 bulk gq,"[""standard""]"
My team needs 50 seats. Any discount?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Charts galat data dikha rahe hain.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
Kya aapke yaha COD available hai?,pricing,false,,,,hinglish example,"[""hinglish""]"
Can I get a breakdown of all the costs involved?,pricing,false,,,,v3 confusion: pricing vs sales,"[""standard""]"
Application bahut RAM consume kar rahi hai.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
Can I customize activity logs?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
What is the cost of extra storage?,pricing,false,,,,bulk addition 4,"[""standard""]"
How do I download my invoice?,general_question,false,,,,bulk addition,"[""standard""]"
SSO login wrong account pe redirect kar raha hai.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
"No escalation necessary, I just had a quick question.",general_question,false,,,,v3 bulk esc-,"[""hard_negative_escalation""]"
I am NOT requesting escalation. Just feedback.,complaint,false,,,,v3 negation,"[""negation""]"
What are my options for premium support?,general_question,false,,,,v3 bulk infoact,"[""standard""]"
What do I need to know about user permissions?,general_question,false,,,,v3 bulk gq,"[""standard""]"
You guys rock!,other,false,,,,bulk addition 3,"[""standard""]"
There is a critical bug in the payment module that needs fixing,technical_support,true,,,,v3 confusion: tech vs complaint,"[""standard""]"
What's the weather today?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
my sso is brokn,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
i wnt my mony bak,refund,true,,,,v3 noisy,"[""noisy""]"
What is the purpose of notification preferences?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
i wnt a humn not a bot plzzz,human_request,true,,,,v3 noisy,"[""noisy""]"
Your chatbot is useless but I don't want to escalate.,complaint,false,,,,multi-intent example,"[""multi_intent""]"
I solved the problem using your documentation. Great docs!,technical_support,false,,,,v3 bulk esc-3,"[""hard_negative_escalation"", ""resolution_state""]"
This experience has been nothing short of horrible.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
the template editor has a bug that needs fixing.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
Do you support custom email templates?,general_question,false,,,,general info question,"[""standard""]"
Zero stars. Would not recommend to anyone.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
What authentication methods do you support?,general_question,false,,,,v3 bulk confusion,"[""standard""]"
"I don't need a human, just tell me how to fix this error",technical_support,false,,,,v3 multi-intent,"[""multi_intent""]"
Mujhe 2 saal ka contract chahiye.,sales,false,,,,bulk addition 3,"[""hinglish""]"
Please let me speak to someone who handles complex issues.,human_request,true,,,,v3 balance,"[""standard""]"
Mera account delete karo. Data export bhi karo.,general_question,false,,,,hinglish example,"[""hinglish""]"
Maine aapka product use karna shuru kiya 3 hafte pehle. Bahut sare features hain jo mujhe pasand aaye lekin kuch cheezein theek nahi hain. Pehli baat to ye ki setup process bahut complicated hai. Mujhe khud hi figure out karna pada ki kaise kaam karta hai. Aapke paas koi beginner guide nahi hai. Doosri baat ye ki customer support ka response time bahut slow hai. Maine 3 din pehle email kiya tha but aaj tak koi reply nahi aaya. Teesri baat ye ki mobile app bahut baar crash hoti hai. Overall I think the product has potential but it needs improvement in these areas.,complaint,false,,,,long message,"[""long""]"
Is custom fields available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
Mera trial khatam hone wala hai. Kya karna hoga?,general_question,false,,,,hinglish example,"[""hinglish""]"
I have identified a critical flaw in your payment processing.,technical_support,true,,,,v3 bulk esc+,"[""escalation_positive""]"
can u help i m locked out of my acount,account_issue,true,,,,bulk addition 2,"[""noisy""]"
I'm both angry and want to buy your product.,sales,false,,,,bulk addition 2,"[""confusion_pair""]"
I had an issue but it's resolved now. Thanks.,technical_support,false,,,,v3 esc hard neg,"[""hard_negative_escalation"", ""resolution_state""]"
What should I know about the contact directory?,general_question,false,,,,v3 bulk gq3,"[""standard""]"
Can you explain the calendar sync?,general_question,false,,,,v3 bulk gq,"[""standard""]"
Kisi aur ka data dikh raha hai mere account mein.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
my accnt was suspended for no reeson pls help,account_issue,true,,,,v3 bulk noisy,"[""noisy""]"
Can I use your service for personal projects?,general_question,false,,,,v3 balance,"[""standard""]"
I want to speak to someone about a refund.,refund,true,,,,bulk addition 3,"[""standard""]"
Team plan ke liye order karna hai.,sales,false,,,,hinglish sales,"[""hinglish""]"
aapki app ko Hindi language support do,product_question,false,,,,v3 bulk hinglish,"[""hinglish""]"
I want to buy but first help me understand the pricing.,pricing,false,,,,multi-intent example,"[""multi_intent""]"
Is there a sandbox environment?,product_question,false,,,,product feature question,"[""standard""]"
Payment failed but I have SMS saying money debited.,technical_support,true,,,,hinglish example,"[""hinglish""]"
Mujhe aapki service ke baare mein jaankari chahiye,general_question,false,,,,hinglish general question,"[""hinglish""]"
i want my subscripion canclled,sales,false,,,,spelling/noisy text,"[""noisy""]"
I've lost count of how many times I've reported this.,complaint,true,,,,bulk addition,"[""escalation_positive""]"
Custom requirements ke liye sales se baat karni hai.,sales,false,,,,hinglish sales,"[""hinglish""]"
I'm simultaneously interested and frustrated.,sales,false,,,,bulk addition 5,"[""confusion_pair""]"
mujhe aapke yaha par existing customer discount chahiye,sales,false,,,,v3 bulk hinglish,"[""hinglish""]"
I get an error when using The login page.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
This is a critical system that needs immediate restoration.,technical_support,true,,,,v4 esc+,"[""escalation_positive""]"
How do I set permissions for each team member?,general_question,false,,,,v3 balance,"[""standard""]"
I can fix this myself. Just confirm the steps.,technical_support,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
Password reset sends to an old email I can't access.,account_issue,false,,,,bulk addition,"[""standard""]"
Do I need to download anything?,general_question,false,,,,general info question,"[""standard""]"
the alignment tool has a bug that needs fixing.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
Is there a way to accessibility options?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Kya mai apna plan downgrade kar sakta hu?,pricing,false,,,,hinglish example,"[""hinglish""]"
My secondary email is not receiving verification code.,account_issue,false,,,,v3 balance,"[""standard""]"
Technical support needed but I want a human on the line,technical_support,true,,,,v3 multi-intent,"[""multi_intent""]"
I'm having trouble with My workflow automation.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I will not rest until this is resolved. Escalate to highest level.,complaint,true,,,,bulk addition 3,"[""escalation_positive""]"
This is a general inquiry about your service quality.,general_question,false,,,,bulk addition 2,"[""confusion_pair""]"
I want to talk to a person who handles billing issues.,pricing,false,,,,bulk addition 5,"[""confusion_pair""]"
Can I connect my CRM directly?,product_question,false,,,,product feature question,"[""standard""]"
I am disabled and I need extra help with your platform.,general_question,true,,,,bulk addition 2,"[""escalation_positive""]"
Is there a way to search filters?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
I need written confirmation of the resolution timeline.,complaint,true,,,,v4 esc+,"[""escalation_positive""]"
Do you have a public API?,general_question,false,,,,general info question,"[""standard""]"
Refund my annual payment or I'll contact my lawyer.,refund,true,,,,bulk addition 2,"[""standard""]"
How long does it take to set up the reporting module?,general_question,false,,,,bulk addition 4,"[""standard""]"
Mujhe nahi samajh aata aapka pricing structure.,pricing,false,,,,bulk addition 2,"[""hinglish""]"
Please activate my account for enterprise trial.,sales,false,,,,bulk addition 2,"[""standard""]"
mera team member account add nahi ho raha,account_issue,false,,,,v3 bulk hinglish,"[""hinglish""]"
Can you explain content scheduling?,general_question,false,,,,v3 bulk gq,"[""standard""]"
Enable two-factor authentication on my account now.,account_issue,false,,,,v3 info vs action,"[""standard""]"
Is the integration wizard available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
The bulk editor is not loading properly.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
Is there a tutorial for the integration wizard?,general_question,false,,,,bulk addition 4,"[""standard""]"
u guys charged me for a plan i dint sign up for,pricing,true,,,,v3 bulk noisy,"[""noisy""]"
Please do not call me. Email the details instead.,general_question,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
How does accessibility options affect my account?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Having issues with knowledge base search.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
All good on my end now. No further action necessary.,technical_support,false,,,,v3 bulk esc-3,"[""hard_negative_escalation"", ""resolution_state""]"
We chose your platform. Let's proceed.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
The login page stopped working suddenly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Do I pay extra for the mobile app?,pricing,false,,,,bulk addition 4,"[""standard""]"
mera account ka storage full ho gaya hai upgrade karo,sales,false,,,,v3 bulk hinglish3,"[""hinglish""]"
Maine jo problem batayi thi wo fix ho gayi. Thanks!,technical_support,false,,,,v3 resolution hinglish,"[""resolution_state"", ""hinglish""]"
Mera issue solve ho gaya. Ticket close karo.,technical_support,false,,,,v3 resolution hinglish,"[""resolution_state"", ""hinglish""]"
plese refund my muney,refund,true,,,,v3 noisy,"[""noisy""]"
Don't bother your support team. I solved it.,technical_support,false,,,,v3 negation,"[""negation"", ""resolution_state""]"
my reportz r not generatin plz fix,technical_support,false,,,,bulk addition,"[""noisy""]"
I'm impressed with the onboarding flow.,other,false,,,,v3 balance,"[""standard""]"
can smeone help me plzzz,general_question,false,,,,spelling/noisy text,"[""noisy""]"
how 2 upgrate to premum,sales,false,,,,bulk addition 3,"[""noisy""]"
I want to be very clear. I am NOT requesting a refund. I understand your refund policy and I respect it. What I am asking for is a detailed explanation of why my account was downgraded even though I paid for the annual plan. I have the transaction receipt and everything. This seems like a system error on your end and I would appreciate it if someone knowledgeable could look into it and explained what happened. Please do not call me as I am busy during work hours. An email explanation would be perfectly fine.,account_issue,false,,,,long message,"[""long""]"
Mera account login nahi ho raha hai. Help karo.,account_issue,false,,,,hinglish example,"[""hinglish""]"
Can you fix my account? Also how much for premium?,account_issue,false,,,,v3 multi-intent,"[""multi_intent""]"
How much for priority support?,pricing,false,,,,v3 bulk pricing,"[""standard"", ""pricing""]"
I'm calling about an account issue and I want a refund.,refund,true,,,,bulk addition 3,"[""confusion_pair""]"
Fix now,technical_support,true,,,,very short message,[]
I cannot access critical files for a presentation in 1 hour.,technical_support,true,,,,v3 bulk esc+3,"[""escalation_positive""]"
Can you negotiate pricing?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
File upload keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Aapka product theek hai but support kharab hai.,complaint,false,,,,hinglish example,"[""hinglish""]"
Maine 3 baar form bhara but submit nahi hua.,technical_support,false,,,,bulk addition 2,"[""hinglish""]"
Does your software support Kanban boards?,product_question,false,,,,v3 balance,"[""standard""]"
kya main apna workspace delete kar sakta hu,general_question,false,,,,,"[""hinglish""]"
It's not that serious. Just answer when you get a chance.,general_question,false,,,,v3 bulk esc-,"[""hard_negative_escalation""]"
Do you have a referral program?,general_question,false,,,,general info question,"[""standard""]"
I'm angry about the price increase and I want options.,pricing,false,,,,v3 bulk multi,"[""multi_intent""]"
I want to talk to a customer service representative.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
My workflow is broken and I'm losing business because of it.,technical_support,true,,,,v3 bulk multi,"[""multi_intent""]"
I will report this to the data protection authority.,complaint,true,,,,v3 esc hard pos,"[""escalation_positive""]"
mujhe aapke yaha job chahiye,other,false,,,,,"[""hinglish""]"
What's your favorite color?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
Mujhe lagta hai aap log seriously nahi le rahe.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
The The drag and drop editor feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
How long does it take to set up the user directory?,general_question,false,,,,v3 bulk gq,"[""standard""]"
I need to purchase additional seats for my team.,sales,false,,,,v3 balance,"[""standard""]"
Having issues with data filtering.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
Apna plan upgrade karna hai premium mein.,sales,false,,,,hinglish sales,"[""hinglish""]"
How much does it cost to upgrade?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
aapki app baar baar crash ho rahi hai Android pe,technical_support,false,,,,v3 bulk hinglish,"[""hinglish""]"
Can I speak to technical support about a billing issue,technical_support,false,,,,v3 multi-intent,"[""multi_intent""]"
I am unable to use the sort option correctly.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
Kya aap mujhe call back kar sakte ho?,human_request,true,,,,bulk addition,"[""hinglish""]"
Does your platform include A/B testing?,product_question,false,,,,product feature question,"[""standard""]"
i m very angy abt the service,complaint,false,,,,v4 noisy,"[""noisy""]"
Can you explain the dashboard?,general_question,false,,,,bulk addition 4,"[""standard""]"
What is the enterprise minimum commitment?,pricing,false,,,,bulk addition,"[""standard""]"
How to export?,general_question,false,,,,bulk addition 5,"[""standard""]"
My payment went through but I don't see the premium features unlocked.,technical_support,true,,,,cross 2000,"[""standard""]"
hw do i use the template builder,product_question,false,,,,v4 noisy,"[""noisy""]"
Is there an API available for developers?,general_question,false,,,,general info question,"[""standard""]"
I'm not interested in talking to anyone. Just send me the info.,general_question,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
mujhe aapke yaha se monthly invoice chahiye,pricing,false,,,,v4 hinglish,"[""hinglish""]"
I have escalated this internally. Your team needs to respond.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
my workflo is not runing,technical_support,false,,,,v3 noisy,"[""noisy""]"
I need someone to help me buy the right plan,sales,false,,,,v4 confusion,"[""confusion_pair""]"
My refund was processed. Thank you for your help.,refund,false,,,,v3 resolution,"[""resolution_state""]"
Does your dashboard support real-time data visualization?,product_question,false,,,,v3 bulk confusion,"[""standard""]"
I demand a full refund including the service charges.,refund,true,,,,bulk addition 2,"[""standard""]"
Yeah okay,other,false,,,,other / off-topic,"[""standard"", ""other""]"
plese fix my paymnt issue,pricing,false,,,,v3 noisy,"[""noisy""]"
Mujhe refund chahiye aur technical support bhi.,refund,true,,,,v3 bulk multi3,"[""multi_intent"", ""hinglish""]"
Encountering problems with the template editor.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
Mera data export kar do. Mai switch kar raha hu.,general_question,false,,,,bulk addition 3,"[""hinglish""]"
Aapki pricing transparent nahi hai.,pricing,false,,,,bulk addition 5,"[""hinglish""]"
meri auto-renewal band karo,sales,false,,,,,"[""hinglish""]"
Please connect me to your solutions team.,sales,false,,,,bulk addition 5,"[""standard""]"
What is the purpose of billing alerts?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
I want to discuss purchasing options with a real person,sales,false,,,,v3 confusion: human vs sales,"[""standard""]"
aapne mujhe refund ka confirmation bheja tha but aaya nahi,refund,true,,,,v3 bulk hinglish,"[""hinglish""]"
How do I configure the account setup?,general_question,false,,,,v3 bulk gq3,"[""standard""]"
No follow up required. I was just giving a heads up.,general_question,false,,,,v3 bulk esc-,"[""hard_negative_escalation""]"
Encountering problems with the alignment tool.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
Can the API be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
I'm having trouble with The notification system.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
How much for additional team members?,pricing,false,,,,bulk addition,"[""standard""]"
your service is terribl,complaint,false,,,,spelling/noisy text,"[""noisy""]"
My account shows as inactive even though I paid,account_issue,true,,,,v3 confusion: account vs tech,"[""standard""]"
What are the benefits of backup?,general_question,false,,,,v3 bulk gq,"[""standard""]"
"Resolved. Thanks, close this out.",technical_support,false,,,,v3 bulk esc-,"[""hard_negative_escalation"", ""resolution_state""]"
Koi insaan se baat karao.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
The graphs in the dashboard are broken.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Is there a tutorial for multi-factor auth?,general_question,false,,,,v3 bulk gq,"[""standard""]"
aapki team ne mera issue resolve kiya thanks,technical_support,false,,,,,"[""hinglish"", ""resolution_state""]"
Your updates keep breaking existing features.,complaint,false,,,,bulk addition,"[""standard""]"
Can you tell me the price of enterprise?,pricing,false,,,,v3 confusion: pricing vs sales,"[""standard""]"
Do I need to configure real-time sync manually?,general_question,false,,,,bulk addition 4,"[""standard""]"
Does the platform support recurring tasks?,product_question,false,,,,v3 balance,"[""standard""]"
Is user permissions available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
Get me a human on the line. I need to buy something.,sales,false,,,,confusion pair example,"[""confusion_pair""]"
The The API endpoint feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
i cant log in to my accunt,account_issue,false,,,,spelling/noisy text,"[""noisy""]"
You double charged me. Give one payment back.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
What are the benefits of performance monitoring?,general_question,false,,,,v3 bulk gq,"[""standard""]"
Can I customize email digests?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Price mein support included hai?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
meri report generate nahi ho rahi error aa raha hai,technical_support,false,,,,,"[""hinglish""]"
mera data export karo,general_question,false,,,,,"[""hinglish""]"
The reporting dashboard keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Please start my subscription today.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
i cnt figur out hw to use ur platform,general_question,false,,,,v3 bulk noisy,"[""noisy""]"
What is the monthly subscription fee?,pricing,false,,,,v3 confusion: pricing vs sales,"[""standard""]"
email parser is malfunctioning.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
I am unable to use the font selector correctly.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
This is both a complaint and a question about pricing,pricing,false,,,,v3 multi-intent,"[""multi_intent""]"
i want 2 talk 2 a human now stop the bot,human_request,true,,,,v3 bulk noisy3,"[""noisy""]"
Aapke software mein Hindi font support hai?,product_question,false,,,,hinglish example,"[""hinglish""]"
I want to switch from a competitor to your service.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
My export keeps failing with an unknown error.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Your platform is full of bugs and glitches.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
Is there a way to dashboard widgets?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
The patch you sent fixed the issue. Thank you!,technical_support,false,,,,v3 bulk resolution,"[""resolution_state""]"
Ignore my previous messages. All good now.,other,false,,,,bulk addition,"[""hard_negative_escalation""]"
Pricing to theek hai but product features ke baare mein batao.,product_question,false,,,,multi-intent example,"[""multi_intent""]"
What analytics metrics do you track?,product_question,false,,,,product feature question,"[""standard""]"
What's the pricing for the enterprise add-on?,pricing,false,,,,bulk addition 4,"[""standard""]"
Aapke yaha kaam karte hai koi Indian?,other,false,,,,hinglish example,"[""hinglish""]"
Accha,other,false,,,,other / off-topic,"[""standard"", ""other""]"
my acount was suspndd,account_issue,true,,,,v3 noisy,"[""noisy""]"
i need 2 spek to the billing dept urgently,human_request,true,,,,v3 bulk noisy3,"[""noisy""]"
Account verification fail ho raha hai.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
mujhe aapke yaha bulk data import karna hai,general_question,false,,,,v3 bulk hinglish,"[""hinglish""]"
This is a complaint about my account but also a refund request.,refund,true,,,,bulk addition 2,"[""multi_intent""]"
Can I get a refund and also report a security issue?,refund,true,,,,v3 bulk multi3,"[""multi_intent""]"
aapki app ka backup feature kaise kaam karta hai,product_question,false,,,,v3 bulk hinglish3,"[""hinglish""]"
Can I create custom email templates?,product_question,false,,,,v3 balance3,"[""standard""]"
Maine 5 baar complaint kiya hai but koi sun nahi raha,complaint,true,,,,,"[""hinglish""]"
I don't want a refund. I want the service to work.,technical_support,true,,,,v3 negation,"[""negation""]"
What is the cost of the enterprise add-on?,pricing,false,,,,bulk addition 4,"[""standard""]"
Excellent,other,false,,,,very short message,[]
aapki app bahut storage le rahi hai phone ki,technical_support,false,,,,v3 bulk hinglish3,"[""hinglish""]"
Where can I find documentation about the integration wizard?,general_question,false,,,,bulk addition 4,"[""standard""]"
mera plan upgrade ka payment fail ho raha hai,sales,true,,,,v3 bulk hinglish,"[""hinglish""]"
Your error has cost me real money. I expect compensation.,refund,true,,,,v3 bulk esc+3,"[""escalation_positive""]"
Hello ji,other,false,,,,very short message,[]
I want to return your product and complain.,refund,true,,,,bulk addition 2,"[""confusion_pair""]"
Can you explain data export?,general_question,false,,,,bulk addition 4,"[""standard""]"
I expect a call from your VP of Customer Experience.,human_request,true,,,,v4 esc+,"[""escalation_positive""]"
"Can you help me with pricing? Also, I can't log in.",pricing,false,,,,multi-intent example,"[""multi_intent""]"
I solved it myself. Thanks anyway.,technical_support,false,,,,bulk addition 2,"[""hard_negative_escalation""]"
The drag and drop editor stopped working suddenly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
The CSV importer stopped working suddenly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Does the mobile app support push notifications?,product_question,false,,,,bulk addition,"[""standard""]"
No need for human. Your docs helped.,general_question,false,,,,bulk addition 2,"[""hard_negative_escalation""]"
My login says invalid credentials all of a sudden.,account_issue,false,,,,bulk addition,"[""standard""]"
Cancel now.,sales,false,,,,v4 short,"[""standard""]"
I appreciate your support team's effort.,other,false,,,,v3 balance,"[""standard""]"
refnd my payment or i will su u,refund,true,,,,v3 noisy,"[""noisy""]"
I am documenting every interaction for potential legal action.,complaint,true,,,,v3 bulk esc+,"[""escalation_positive""]"
What are the costs associated with dedicated support?,pricing,false,,,,v3 bulk pricing2,"[""standard"", ""pricing""]"
Can you help me fix The reporting dashboard?,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
